Word,KnownWordQ,CommonWordQ,StopWordQ
applaudable,True,False,False
applauder,True,False,False
applause,True,True,False
apple,True,True,False
applecart,True,True,False
applejack,True,True,False
applemint,True,False,False
applesauce,True,True,False
apple-scented,True,False,False
apple-shaped,True,False,False
apple-sized,True,False,False
applet,True,True,False
Appleton,True,False,False
applewood,True,False,False
appliance,True,True,False
applicability,True,True,False
applicable,True,True,False
applicant,True,True,False
application,True,True,False
applicative,True,True,False
applicator,True,True,False
applicatory,True,False,False
applied,True,True,False
applier,True,True,False
applique,True,True,False
apply,True,True,False
appoggiatura,True,False,False
appoint,True,True,False
appointed,True,True,False
appointee,True,True,False
appointive,True,True,False
appointment,True,True,False
apportion,True,True,False
apportionable,True,False,False
apportioned,True,True,False
apportioning,True,True,False
apportionment,True,True,False
apposable,True,False,False
appose,True,True,False
apposite,True,True,False
appositeness,True,True,False
apposition,True,True,False
appositional,True,False,False
appositive,True,True,False
appositively,True,False,False
appraisal,True,True,False
appraise,True,True,False
appraiser,True,True,False
appraising,True,True,False
appreciable,True,True,False
appreciably,True,True,False
appreciate,True,True,False
appreciated,True,True,False
appreciation,True,True,False
appreciative,True,True,False
appreciatively,True,True,False
appreciativeness,True,False,False
appreciator,True,True,False
apprehend,True,True,False
apprehended,True,True,False
apprehender,True,False,False
apprehensible,True,False,False
apprehension,True,True,False
apprehensive,True,True,False
apprehensively,True,True,False
apprehensiveness,True,True,False
apprentice,True,True,False
apprenticed,True,True,False
apprenticeship,True,True,False
appressed,True,False,False
apprisal,True,False,False
apprise,True,True,False
apprize,True,False,False
appro,True,False,False
approach,True,True,False
approachability,True,True,False
approachable,True,True,False
approaching,True,True,False
approbate,True,False,False
approbation,True,True,False
approbative,True,False,False
approbatory,True,False,False
appropriable,True,False,False
appropriate,True,True,False
appropriately,True,True,False
appropriateness,True,True,False
appropriation,True,True,False
appropriative,True,False,False
appropriator,True,True,False
approval,True,True,False
approve,True,True,False
approved,True,True,False
approver,True,False,False
approving,True,True,False
approvingly,True,True,False
approximate,True,True,False
approximately,True,True,False
approximation,True,True,False
approximative,True,False,False
appurtenance,True,True,False
appurtenant,True,True,False
Apr,True,False,False
apractic,True,False,False
apraxia,True,False,False
apraxic,True,False,False
Apresoline,True,False,False
apricot,True,True,False
April,True,True,False
apron,True,True,False
apropos,True,True,False
apse,True,True,False
apsidal,True,False,False
apsis,True,False,False
Apsu,True,False,False
apt,True,True,False
Aptenodytes,True,False,False
apteral,True,False,False
apterous,True,False,False
Apterygidae,True,False,False
Apterygiformes,True,False,False
apteryx,True,False,False
aptitude,True,True,False
aptitudinal,True,False,False
aptly,True,True,False
aptness,True,True,False
Apulia,True,False,False
Apus,True,False,False
Aqaba,True,False,False
aqua,True,True,False
aquacultural,True,False,False
aquaculture,True,True,False
Aqua-Lung,True,False,False
aqualung,True,True,False
aquamarine,True,True,False
aquanaut,True,True,False
aquaphobia,True,False,False
aquaphobic,True,False,False
aquaplane,True,False,False
aquarium,True,True,False
Aquarius,True,False,False
aquatic,True,True,False
aquatics,True,True,False
aquatint,True,True,False
aquavit,True,True,False
aqueduct,True,True,False
aqueous,True,True,False
aquicultural,True,False,False
aquiculture,True,False,False
aquifer,True,True,False
aquiferous,True,False,False
Aquifoliaceae,True,False,False
Aquila,True,False,False
aquilege,True,False,False
aquilegia,True,False,False
aquiline,True,True,False
Aquinas,True,False,False
Aquitaine,True,False,False
Aquitania,True,False,False
ar,True,False,False
Ar,True,False,False
AR,True,False,False
Ara,True,False,False
Arab,True,False,False
Arab-Berbers,True,False,False
arabesque,True,True,False
Arabia,True,False,False
Arabian,True,False,False
Arabic,True,False,False
Arabidopsis,True,False,False
arability,True,False,False
Arabis,True,False,False
Arabist,True,False,False
arable,True,True,False
Araceae,True,False,False
araceous,True,False,False
Arachis,True,False,False
arachnid,True,True,False
Arachnida,True,False,False
arachnidian,True,False,False
arachnoid,True,True,False
arachnophobia,True,False,False
Arafat,True,False,False
Aragon,True,False,False
aragonite,True,False,False
Araguaia,True,False,False
Araguaya,True,False,False
arak,True,False,False
Arales,True,False,False
aralia,True,False,False
Araliaceae,True,False,False
Aram,True,False,False
Aramaean,True,False,False
Aramaic,True,False,False
arame,True,False,False
Aramean,True,False,False
Aramus,True,False,False
Aranea,True,False,False
Araneae,True,False,False
Araneida,True,False,False
araneidal,True,False,False
araneidan,True,False,False
Araneus,True,False,False
Aranyaka,True,False,False
Arapaho,True,False,False
Arapahoe,True,False,False
Ararat,True,False,False
arariba,True,False,False
araroba,True,False,False
Aras,True,False,False
Arauca,True,False,False
araucaria,True,False,False
Araucariaceae,True,False,False
Araujia,True,False,False
Arava,True,False,False
Arawak,True,False,False
Arawakan,True,False,False
Arawn,True,False,False
Araxes,True,False,False
arb,True,False,False
arbalest,True,False,False
arbalist,True,False,False
arbiter,True,True,False
arbitrable,True,False,False
arbitrage,True,True,False
arbitrager,True,True,False
arbitrageur,True,True,False
arbitral,True,False,False
arbitrament,True,True,False
arbitrarily,True,True,False
arbitrariness,True,True,False
arbitrary,True,True,False
arbitrate,True,True,False
arbitration,True,True,False
arbitrational,True,False,False
arbitrative,True,False,False
arbitrator,True,True,False
arbitrement,True,False,False
arbor,True,True,False
arboraceous,True,False,False
arborary,True,False,False
arboreal,True,True,False
arboreous,True,False,False
arborescent,True,False,False
arboresque,True,False,False
arboretum,True,True,False
arborical,True,False,False
arboriculture,True,False,False
arboriculturist,True,False,False
arboriform,True,False,False
arborise,True,False,False
arborist,True,False,False
arborize,True,False,False
arborolatry,True,False,False
arborous,True,False,False
arborvirus,True,False,False
arborvitae,True,True,False
arbour,True,False,False
arbovirus,True,False,False
arbutus,True,True,False
arc,True,True,False
Arca,True,False,False
arcade,True,True,False
Arcadia,True,False,False
arcadian,True,False,False
Arcadian,True,False,False
Arcadic,True,False,False
Arcado-Cyprians,True,False,False
arcane,True,True,False
arcanum,True,False,False
arc-boutant,True,False,False
arccos,True,False,False
arccosecant,True,False,False
arccosine,True,False,False
arccotangent,True,False,False
arcdegree,True,False,False
arced,True,True,False
arcella,True,False,False
Arcellidae,True,False,False
Arceuthobium,True,False,False
arch,True,True,False
archaean,True,False,False
archaebacteria,True,False,False
archaebacterium,True,False,False
archaeobacteria,True,False,False
archaeologic,True,False,False
archaeological,True,True,False
archaeologist,True,True,False
archaeology,True,False,False
archaeopteryx,True,False,False
archaeornis,True,False,False
Archaeornithes,True,False,False
archaeozoic,True,False,False
Archaeozoic,True,False,False
archaic,True,True,False
archaicism,True,False,False
archaise,True,False,False
archaism,True,True,False
archaist,True,False,False
archaistic,True,False,False
archaize,True,False,False
archangel,True,True,False
archangelic,True,False,False
archangelical,True,False,False
archbishop,True,True,False
archbishopric,True,True,False
archdeacon,True,True,False
archdeaconry,True,True,False
archdiocesan,True,True,False
archdiocese,True,True,False
archducal,True,False,False
archduchess,True,True,False
archduchy,True,False,False
archduke,True,True,False
archean,True,False,False
Archean,True,False,False
arched,True,True,False
archegonial,True,False,False
archegoniate,True,False,False
archegonium,True,False,False
archenteron,True,False,False
archeobacteria,True,False,False
archeologic,True,False,False
archeological,True,False,False
archeologist,True,False,False
archeology,True,True,False
archeopteryx,True,False,False
archeozoic,True,False,False
Archeozoic,True,False,False
archepiscopal,True,False,False
archer,True,True,False
Archer,True,False,False
archerfish,True,False,False
archery,True,True,False
archespore,True,False,False
archesporial,True,False,False
archesporium,True,False,False
archetypal,True,True,False
archetype,True,True,False
archetypical,True,False,False
archiannelid,True,False,False
Archiannelida,True,False,False
archidiaconal,True,False,False
archidiaconate,True,False,False
Archidiskidon,True,False,False
archiepiscopal,True,True,False
archil,True,False,False
Archilochus,True,False,False
archimandrite,True,False,False
Archimedes,True,False,False
archine,True,False,False
arching,True,True,False
archipallium,True,False,False
archipelagic,True,False,False
archipelago,True,True,False
architect,True,True,False
architectonic,True,True,False
architectonics,True,True,False
architectural,True,True,False
architecturally,True,True,False
architecture,True,True,False
architeuthis,True,False,False
architrave,True,True,False
archival,True,True,False
archive,True,True,False
archives,True,True,False
archivist,True,True,False
archly,True,True,False
archness,True,True,False
Archosargus,True,False,False
archosaur,True,False,False
Archosauria,True,False,False
archosaurian,True,False,False
archpriest,True,False,False
archway,True,True,False
Arcidae,True,False,False
arciform,True,False,False
arcminute,True,False,False
arco,True,False,False
arcsec,True,False,False
arcsecant,True,False,False
arcsecond,True,False,False
arcsin,True,False,False
arcsine,True,False,False
arctan,True,False,False
arctangent,True,False,False
arctic,True,True,False
Arctic,True,False,False
Arctictis,True,False,False
arctiid,True,False,False
Arctiidae,True,False,False
Arctium,True,False,False
Arctocebus,True,False,False
Arctocephalus,True,False,False
Arctonyx,True,False,False
Arctostaphylos,True,False,False
Arctotis,True,False,False
Arcturus,True,False,False
arcuate,True,False,False
arcus,True,False,False
ARDA,True,False,False
Ardea,True,False,False
ardeb,True,False,False
Ardeidae,True,False,False
Ardennes,True,False,False
ardent,True,True,False
ardently,True,True,False
Ardisia,True,False,False
ardor,True,True,False
ardour,True,False,False
ARDS,True,False,False
arduous,True,True,False
arduously,True,True,False
arduousness,True,True,False
are,True,True,True
area,True,True,False
areal,True,True,False
areaway,True,False,False
areca,True,False,False
Arecaceae,True,False,False
Arecidae,True,False,False
areflexia,True,False,False
arena,True,True,False
arenaceous,True,False,False
Arenaria,True,False,False
Arenaria-Melanocephala,True,False,False
Arenaviridae,True,False,False
arenavirus,True,False,False
Arendt,True,False,False
Arenga,True,False,False
arenicolous,True,False,False
aren't,False,False,True
areola,True,False,False
areolar,True,False,False
areolate,True,False,False
Areopagite,True,False,False
Areopagus,True,False,False
Arequipa,True,False,False
arere,True,False,False
Ares,True,False,False
arete,True,False,False
arethusa,True,False,False
argal,True,False,False
argali,True,False,False
argasid,True,False,False
Argasidae,True,False,False
argemone,True,False,False
argent,True,True,False
argentic,True,False,False
argentiferous,True,False,False
Argentina,True,False,False
argentine,True,False,False
Argentine,True,False,False
Argentinian,True,False,False
Argentinidae,True,False,False
argentinosaur,True,False,False
argentite,True,False,False
argentous,True,False,False
argil,True,False,False
argillaceous,True,False,False
argillite,True,False,False
arginine,True,False,False
Argiope,True,False,False
Argiopidae,True,False,False
Argive,True,False,False
argle-bargle,True,False,False
Argo,True,False,False
argon,True,True,False
argonaut,True,False,False
Argonaut,True,False,False
Argonauta,True,False,False
Argonautidae,True,False,False
Argonne,True,False,False
argonon,True,False,False
Argos,True,False,False
argosy,True,True,False
argot,True,True,False
arguable,True,True,False
arguably,True,True,False
argue,True,True,False
arguer,True,True,False
argufy,True,False,False
arguing,True,True,False
argument,True,True,False
argumentation,True,True,False
argumentative,True,True,False
argumentatively,True,True,False
Argun,True,False,False
argus,True,False,False
Argus,True,False,False
argus-eyed,True,False,False
Argusianus,True,False,False
argy-bargy,True,False,False
argyle,True,True,False
argyll,True,False,False
Argynnis,True,False,False
Argyranthemum,True,False,False
Argyreia,True,False,False
argyrodite,True,False,False
Argyrol,True,False,False
Argyrotaenia,True,False,False
Argyroxiphium,True,False,False
Arhant,True,False,False
Arhat,True,False,False
Arhus,True,False,False
aria,True,True,False
Ariadne,True,False,False
Ariana,True,False,False
Arianism,True,False,False
arianist,True,False,False
Arianrhod,True,False,False
Arianrod,True,False,False
Aricara,True,False,False
arid,True,True,False
aridity,True,True,False
aridness,True,False,False
Aries,True,False,False
arietta,True,False,False
aright,True,True,False
Ariidae,True,False,False
Arikara,True,False,False
aril,True,False,False
ariled,True,False,False
arillate,True,False,False
Arilus,True,False,False
Ariocarpus,True,False,False
Ariomma,True,False,False
ariose,True,False,False
arioso,True,False,False
Arisaema,True,False,False
Arisarum,True,False,False
arise,True,True,False
arishth,True,False,False
arista,True,False,False
Aristarchus,True,False,False
Aristocort,True,False,False
aristocracy,True,True,False
aristocrat,True,True,False
aristocratic,True,True,False
aristocratical,True,False,False
aristocratically,True,True,False
Aristolochia,True,False,False
Aristolochiaceae,True,False,False
Aristolochiales,True,False,False
Aristopak,True,False,False
Aristophanes,True,False,False
Aristotelean,True,False,False
Aristotelia,True,False,False
Aristotelian,True,False,False
Aristotelianism,True,False,False
Aristotelic,True,False,False
Aristotle,True,False,False
arithmancy,True,False,False
arithmetic,True,True,False
arithmetical,True,True,False
arithmetically,True,True,False
arithmetician,True,True,False
arity,True,False,False
Arius,True,False,False
Arizona,True,False,False
Arizonan,True,False,False
Arizonian,True,False,False
Arjuna,True,False,False
ark,True,True,False
Ark,True,False,False
Arkansan,True,False,False
Arkansas,True,False,False
Arkansawyer,True,False,False
arles,True,False,False
Arlington,True,False,False
arm,True,True,False
armada,True,True,False
Armadillidiidae,True,False,False
Armadillidium,True,False,False
armadillo,True,True,False
Armageddon,True,False,False
Armagnac,True,False,False
armament,True,True,False
armamentarium,True,False,False
armature,True,True,False
armband,True,True,False
armchair,True,True,False
armed,True,True,False
Armenia,True,False,False
Armenian,True,False,False
Armeria,True,False,False
armet,True,False,False
armful,True,True,False
armguard,True,False,False
armhole,True,True,False
armiger,True,False,False
armilla,True,False,False
Armillaria,True,False,False
Armillariella,True,False,False
armillary,True,False,False
Armin,True,False,False
arming,True,True,False
Arminian,True,False,False
Arminianism,True,False,False
Arminius,True,False,False
armistice,True,True,False
armless,True,True,False
armlet,True,True,False
armlike,True,False,False
armoire,True,False,False
armor,True,True,False
Armoracia,True,False,False
armor-bearer,True,False,False
armor-clad,True,False,False
armored,True,True,False
armorer,True,True,False
armorial,True,True,False
armor-plated,True,False,False
armory,True,True,False
armour,True,False,False
armour-clad,True,False,False
armoured,True,False,False
armourer,True,False,False
armour-plated,True,False,False
armoury,True,False,False
armpit,True,True,False
armrest,True,True,False
arms,True,True,False
arms-runner,True,False,False
Armstrong,True,False,False
arm-twisting,True,False,False
army,True,True,False
Army,True,False,False
armyworm,True,False,False
ARNG,True,False,False
Arnhem,True,False,False
arnica,True,False,False
Arno,True,False,False
Arnold,True,False,False
Arnoseris,True,False,False
aroid,True,False,False
aroma,True,True,False
aromatherapy,True,True,False
aromatic,True,True,False
aromatise,True,False,False
aromatize,True,False,False
Arouet,True,False,False
around,True,True,True
around-the-clock,True,False,False
arousal,True,False,False
arouse,True,True,False
aroused,True,True,False
arouser,True,False,False
Arp,True,False,False
arpeggio,True,True,False
arpent,True,False,False
arquebus,True,False,False
arrack,True,False,False
arraign,True,True,False
arraignment,True,True,False
arrange,True,True,False
arranged,True,True,False
arrangement,True,True,False
arranger,True,True,False
arranging,True,True,False
arrant,True,True,False
arras,True,True,False
array,True,True,False
arrayed,True,True,False
arrears,True,True,False
arrest,True,True,False
arrester,True,False,False
arresting,True,True,False
Arrhenatherum,True,False,False
Arrhenius,True,False,False
arrhythmia,True,True,False
arrhythmic,True,True,False
arrhythmical,True,False,False
arrival,True,True,False
arrive,True,True,False
arrivederci,True,False,False
arriver,True,False,False
arriviste,True,False,False
arroba,True,False,False
arrogance,True,True,False
arrogant,True,True,False
arrogantly,True,True,False
arrogate,True,True,False
arrogation,True,True,False
arrogator,True,False,False
arrow,True,True,False
arrowhead,True,True,False
arrowroot,True,True,False
arrow-shaped,True,False,False
arrowsmith,True,False,False
arrowworm,True,False,False
arroyo,True,True,False
arse,True,False,False
arsehole,True,False,False
arsenal,True,True,False
arsenate,True,False,False
arsenic,True,True,False
arsenical,True,False,False
arsenide,True,True,False
arsenious,True,False,False
arsenopyrite,True,False,False
arsine,True,False,False
arson,True,True,False
arsonist,True,True,False
art,True,True,False
Artamidae,True,False,False
Artamus,True,False,False
Artaxerxes,True,False,False
artefact,True,False,False
artefactual,True,True,False
Artemia,True,False,False
Artemis,True,False,False
artemisia,True,False,False
arteria,True,False,False
arterial,True,True,False
arterialise,True,False,False
arterialize,True,False,False
arteriectasia,True,False,False
arteriectasis,True,False,False
arteriogram,True,False,False
arteriography,True,False,False
arteriola,True,False,False
arteriolar,True,False,False
arteriole,True,True,False
arteriolosclerosis,True,False,False
arteriosclerosis,True,True,False
arteriosclerotic,True,False,False
arteriovenous,True,False,False
arteritis,True,False,False
artery,True,True,False
artesian,True,False,False
artful,True,True,False
artfully,True,True,False
artfulness,True,True,False
arthralgia,True,False,False
arthralgic,True,False,False
arthritic,True,True,False
arthritis,True,True,False
arthrocentesis,True,False,False
arthrodesis,True,False,False
arthrogram,True,False,False
arthrography,True,False,False
arthromere,True,False,False
arthromeric,True,False,False
arthropathy,True,False,False
arthroplasty,True,False,False
arthropod,True,True,False
Arthropoda,True,False,False
arthropodal,True,False,False
arthropodan,True,False,False
arthropodous,True,False,False
Arthropteris,True,False,False
arthroscope,True,True,False
arthroscopy,True,False,False
arthrospore,True,False,False
arthrosporic,True,False,False
arthrosporous,True,False,False
Arthur,True,False,False
Arthurian,True,False,False
artichoke,True,True,False
article,True,True,False
articled,True,True,False
articular,True,True,False
articulary,True,False,False
articulate,True,True,False
articulated,True,True,False
articulately,True,True,False
articulateness,True,True,False
articulatio,True,False,False
articulation,True,True,False
articulative,True,False,False
articulator,True,False,False
articulatory,True,True,False
artifact,True,True,False
artifactual,True,False,False
artifice,True,True,False
artificer,True,True,False
artificial,True,True,False
artificiality,True,True,False
artificially,True,True,False
artillery,True,True,False
artilleryman,True,True,False
artiodactyl,True,False,False
Artiodactyla,True,False,False
artiodactylous,True,False,False
artisan,True,True,False
artist,True,True,False
artiste,True,True,False
artistic,True,True,False
artistically,True,True,False
artistry,True,True,False
artless,True,True,False
artlessly,True,True,False
artlessness,True,True,False
Artocarpus,True,False,False
Artois,True,False,False
arts,True,True,False
ArtsD,True,False,False
artsy-craftsy,True,False,False
artwork,True,True,False
arty,True,True,False
arty-crafty,True,False,False
Aruba,True,False,False
arugula,True,True,False
arui,True,False,False
Arulo,True,False,False
arum,True,True,False
arundinaceous,True,False,False
Arundinaria,True,False,False
Arundo,True,False,False
Aruru,True,False,False
Arvicola,True,False,False
Aryan,True,False,False
arytaenoid,True,False,False
arytenoid,True,False,False
as,True,True,True
As,True,False,False
AS,True,False,False
Asadha,True,False,False
asafetida,True,False,False
asafoetida,True,False,False
Asahikawa,True,False,False
ASALA,True,False,False
Asama,True,False,False
Asamiya,True,False,False
asana,True,False,False
Asanga,True,False,False
ASAP,True,False,False
asarabacca,True,False,False
Asarh,True,False,False
Asarum,True,False,False
ASAT,True,False,False
asbestos,True,True,False
asbestosis,True,True,False
Ascaphidae,True,False,False
Ascaphus,True,False,False
ascariasis,True,False,False
Ascaridae,True,False,False
Ascaridia,True,False,False
Ascaris,True,False,False
ascend,True,True,False
ascendable,True,False,False
ascendance,True,False,False
ascendancy,True,True,False
ascendant,True,True,False
ascendence,True,False,False
ascendency,True,False,False
ascendent,True,False,False
ascender,True,False,False
ascendible,True,False,False
ascending,True,True,False
ascension,True,True,False
Ascension,True,False,False
ascensional,True,False,False
ascensive,True,False,False
ascent,True,True,False
ascertain,True,True,False
ascertainable,True,True,False
ascertained,True,True,False
ascesis,True,False,False
ascetic,True,True,False
ascetical,True,False,False
ascetically,True,True,False
asceticism,True,True,False
Asch,True,False,False
Aschelminthes,True,False,False
Ascidiaceae,True,False,False
ascidian,True,False,False
ASCII,True,True,False
ascites,True,False,False
ascitic,True,False,False
asclepiad,True,False,False
Asclepiadaceae,True,False,False
asclepiadaceous,True,False,False
Asclepias,True,False,False
Asclepius,True,False,False
ascocarp,True,False,False
ascocarpous,True,False,False
ascolichen,True,False,False
ascoma,True,False,False
ascomycete,True,False,False
Ascomycetes,True,False,False
ascomycetous,True,False,False
Ascomycota,True,False,False
Ascomycotina,True,False,False
Ascophyllum,True,False,False
ascospore,True,False,False
ascosporic,True,False,False
ascosporous,True,False,False
ascot,True,True,False
ascribable,True,True,False
ascribe,True,True,False
ascription,True,True,False
ascus,True,False,False
asdic,True,False,False
asea,True,False,False
ASEAN,True,False,False
asepsis,True,False,False
aseptic,True,True,False
asexual,True,True,False
asexuality,True,True,False
asexually,True,True,False
Asgard,True,False,False
ash,True,True,False
ashamed,True,True,False
ashamedly,True,True,False
ash-bin,True,False,False
ashbin,True,False,False
ash-blonde,True,False,False
ashcake,True,False,False
ashcan,True,True,False
Ashe,True,False,False
ashen,True,True,False
Asheville,True,False,False
ash-gray,True,False,False
ash-grey,True,False,False
Ashir,True,False,False
Ashkenazi,True,False,False
ash-key,True,False,False
Ashkhabad,True,False,False
ashlar,True,True,False
ashore,True,True,False
ash-pan,True,False,False
ashram,True,True,False
Ashton,True,False,False
Ashtoreth,True,False,False
ashtray,True,True,False
Ashur,True,False,False
Ashurbanipal,True,False,False
ashy,True,True,False
Asia,True,False,False
Asian,True,False,False
Asiatic,True,False,False
aside,True,True,False
Asilidae,True,False,False
Asimina,True,False,False
Asimov,True,False,False
Asin,True,False,False
asinine,True,True,False
asininity,True,True,False
Asio,True,False,False
ask,True,True,False
askance,True,True,False
askant,True,False,False
asker,True,False,False
askew,True,True,False
asking,True,True,False
Asklepios,True,False,False
ASL,True,False,False
aslant,True,True,False
asleep,True,True,False
aslope,True,False,False
Asmara,True,False,False
Asmera,True,False,False
asocial,True,True,False
asp,True,True,False
Aspadana,True,False,False
Aspalathus,True,False,False
Asparagaceae,True,False,False
asparaginase,True,False,False
asparagine,True,False,False
asparagus,True,True,False
aspartame,True,True,False
aspect,True,True,False
aspectual,True,False,False
aspen,True,True,False
asper,True,False,False
aspergill,True,False,False
Aspergillaceae,True,False,False
Aspergillales,True,False,False
aspergillosis,True,False,False
Aspergillus,True,False,False
asperity,True,True,False
asperse,True,False,False
aspersion,True,True,False
aspersorium,True,False,False
Asperula,True,False,False
asphalt,True,True,False
asphaltic,True,False,False
aspheric,True,False,False
aspherical,True,False,False
asphodel,True,True,False
Asphodelaceae,True,False,False
Asphodeline,True,False,False
Asphodelus,True,False,False
asphyxia,True,True,False
asphyxiate,True,True,False
asphyxiated,True,True,False
asphyxiating,True,True,False
asphyxiation,True,True,False
asphyxiator,True,False,False
aspic,True,True,False
Aspidelaps,True,False,False
Aspidiotus,True,False,False
aspidistra,True,True,False
Aspidophoroides,True,False,False
Aspinwall,True,False,False
aspirant,True,True,False
aspirate,True,True,False
aspiration,True,True,False
aspirator,True,True,False
aspire,True,True,False
aspirer,True,False,False
aspirin,True,True,False
aspiring,True,True,False
Aspis,True,False,False
Aspleniaceae,True,False,False
Asplenium,True,False,False
asquint,True,False,False
ass,True,False,False
assagai,True,False,False
assail,True,True,False
assailability,True,False,False
assailable,True,True,False
assailant,True,True,False
Assam,True,False,False
Assamese,True,False,False
assassin,True,True,False
assassinate,True,True,False
assassinated,True,True,False
assassination,True,True,False
assassinator,True,False,False
assault,True,True,False
Assault,True,False,False
assaulter,True,True,False
assaultive,True,False,False
assay,True,True,False
assayer,True,True,False
assay-mark,True,False,False
assegai,True,False,False
assemblage,True,True,False
assemble,True,True,False
assembler,True,True,False
assembling,True,True,False
assembly,True,True,False
assemblyman,True,True,False
assemblywoman,True,False,False
assent,True,True,False
assenter,True,False,False
assentient,True,False,False
assenting,True,True,False
assert,True,True,False
assertable,True,False,False
asserted,True,True,False
asserter,True,False,False
asserting,True,True,False
assertion,True,True,False
assertive,True,True,False
assertively,True,True,False
assertiveness,True,True,False
assess,True,True,False
assessable,True,True,False
assessee,True,False,False
assessment,True,True,False
assessor,True,True,False
asset,True,True,False
assets,True,True,False
asseverate,True,True,False
asseveration,True,True,False
asseverator,True,False,False
asshole,True,False,False
assibilate,True,False,False
assibilation,True,False,False
assiduity,True,True,False
assiduous,True,True,False
assiduously,True,True,False
assiduousness,True,True,False
assign,True,True,False
assignable,True,True,False
assignation,True,True,False
assigned,True,True,False
assignee,True,False,False
assigning,True,True,False
assignment,True,True,False
assignor,True,True,False
assimilable,True,True,False
assimilate,True,True,False
assimilating,True,True,False
assimilation,True,True,False
assimilative,True,False,False
assimilator,True,False,False
assimilatory,True,False,False
assist,True,True,False
assistance,True,True,False
assistant,True,True,False
assisted,True,True,False
assistive,True,False,False
assize,True,True,False
assizes,True,True,False
ass-kisser,True,False,False
associability,True,False,False
associable,True,False,False
associableness,True,False,False
associate,True,True,False
associateship,True,True,False
association,True,True,False
associational,True,True,False
associationism,True,False,False
associative,True,True,False
associatory,True,False,False
assoil,True,False,False
assonance,True,True,False
assonant,True,True,False
assonate,True,False,False
assort,True,True,False
assorted,True,True,False
assortment,True,True,False
Assouan,True,False,False
assuage,True,True,False
assuagement,True,False,False
Assuan,True,False,False
assuasive,True,False,False
assume,True,True,False
assumed,True,True,False
assuming,True,True,False
assumption,True,True,False
Assumption,True,False,False
assumptive,True,True,False
Assur,True,False,False
assurance,True,True,False
Assurbanipal,True,False,False
assure,True,True,False
assured,True,True,False
assuredly,True,True,False
assuredness,True,False,False
assurgent,True,False,False
assuring,True,True,False
Assyria,True,False,False
Assyrian,True,False,False
Assyriology,True,False,False
Astacidae,True,False,False
Astacura,True,False,False
Astacus,True,False,False
Astaire,True,False,False
Astana,True,False,False
Astarte,True,False,False
astasia,True,False,False
astatic,True,False,False
astatine,True,True,False
aster,True,True,False
Asteraceae,True,False,False
astereognosis,True,False,False
asteriated,True,False,False
Asteridae,True,False,False
asterion,True,False,False
asterisk,True,True,False
asterisked,True,True,False
asterism,True,False,False
asterismal,True,False,False
astern,True,True,False
asternal,True,False,False
asteroid,True,True,False
asteroidal,True,False,False
Asteroidea,True,False,False
Asterope,True,False,False
asthenia,True,False,False
asthenic,True,False,False
asthenopia,True,False,False
asthenosphere,True,False,False
astheny,True,False,False
asthma,True,True,False
asthmatic,True,True,False
astigmatic,True,True,False
astigmatism,True,True,False
astigmia,True,False,False
astilbe,True,False,False
astir,True,True,False
astomatal,True,False,False
astomatous,True,False,False
astonied,True,False,False
astonish,True,True,False
astonished,True,True,False
astonishing,True,True,False
astonishingly,True,True,False
astonishment,True,True,False
Astor,True,False,False
astound,True,True,False
astounded,True,True,False
astounding,True,True,False
astraddle,True,True,False
astragal,True,False,False
astragalar,True,False,False
astragalus,True,False,False
Astragalus,True,False,False
astrakhan,True,True,False
Astrakhan,True,False,False
astral,True,True,False
astrantia,True,False,False
astraphobia,True,False,False
astray,True,True,False
Astreus,True,False,False
astride,True,True,False
astringe,True,False,False
astringence,True,False,False
astringency,True,True,False
astringent,True,True,False
astrobiology,True,False,False
astrocyte,True,False,False
astrocytic,True,False,False
astrodome,True,False,False
astrodynamics,True,False,False
astrogate,True,False,False
astrogator,True,False,False
astroglia,True,False,False
astrolabe,True,True,False
astrolatry,True,False,False
astrologer,True,True,False
astrological,True,True,False
astrologist,True,True,False
astrology,True,True,False
Astroloma,True,False,False
astrometry,True,False,False
astronaut,True,True,False
astronautic,True,False,False
astronautical,True,True,False
astronautics,True,True,False
astronavigation,True,False,False
Astronium,True,False,False
astronomer,True,True,False
astronomic,True,True,False
astronomical,True,True,False
astronomically,True,True,False
astronomy,True,True,False
astrophysical,True,True,False
astrophysicist,True,True,False
astrophysics,True,True,False
Astrophyton,True,False,False
Astropogon,True,False,False
astute,True,True,False
astutely,True,True,False
astuteness,True,True,False
astylar,True,False,False
Asuncion,True,False,False
asunder,True,True,False
Asur,True,False,False
Asura,True,False,False
Asurbanipal,True,False,False
Asvina,True,False,False
Asvins,True,False,False
Aswan,True,False,False
asylum,True,True,False
asymmetric,True,True,False
asymmetrical,True,True,False
asymmetrically,True,True,False
asymmetry,True,True,False
asymptomatic,True,True,False
asymptote,True,True,False
asymptotic,True,True,False
asymptotically,True,True,False
asynchronism,True,False,False
asynchronous,True,True,False
asynchrony,True,False,False
asynclitism,True,False,False
asyndetic,True,False,False
asyndeton,True,False,False
asynergia,True,False,False
asynergic,True,False,False
asynergy,True,False,False
asystole,True,False,False
at,True,True,True
At,True,False,False
Atabrine,True,False,False
atactic,True,False,False
Atakapa,True,False,False
Atakapan,True,False,False
atar,True,False,False
ataractic,True,False,False
Atarax,True,False,False
ataraxia,True,False,False
